Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Country,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,age,pmp_yn,agile_yn,excel,primavera,job_simp,seniority
Construction Superintendent,CA$125k-CA$141k (Glassdoor Est.),"Job Description
We are passionate about creating remarkable experiences in every project we undertake. Deciantis Construction Limited (DCL) was established in 1966. We have served the ICI construction sector for over 50 years in Southern Ontario. We are builders as well as managers. We offer a number of construction services using in house staff as well as the experience and expertise to manage our approved sub trades. Each project is delivered on time with the highest degree of quality.

Our firm offers employee benefits and an RRSP contribution program. This posting is for projects in the 905, work close to home!

We are currently looking to fill a roll for the position of: Construction Site Superintendent. The responsibilities and skills required include but are not limited to:
Ensuring that all health and safety requirements and policies are in place and monitored.
Experience working in the ICI construction industry.
Experience running projects between 500K-8M in valuation.
Previous hands on construction experience.
Coordinating with sub-trades to ensure all work is in compliance with the contract documents.
Coordinating with the project manager.
Knowledge of construction materials and systems.
The ability to read & interpret, working drawings and shop drawings.
The ability to perform quantity take-offs
Must have proficient computer skills ex: Microsoft Outlook, Microsoft Word.
Working well under pressure to adhere to project completion dates.

Company Description
Deciantis Construction LTD specializes in providing general contracting services primarily to the ICI sectors (Industrial, Commercial & Institutional). We have been established since 1966.We are continually striving to expand within the construction industry tackling projects ranging from hockey arenas to medium/high density residential buildings. www.deciantisconstruction.ca

This position is not seasonal, we keep our valued employees year round even when things are slow.",-1,Deciantis Construction,Richmond Hill,Canada,-1,-1,-1,-1,-1,-1,-1,-1,0,0,125,141,133,Deciantis Construction,-1,0,0,0,0,na,na
Construction Project Manager / Assistant Project Manager,CA$125k-CA$141k (Glassdoor Est.),"Manage a 2-4 person team for residential renovation projects around Montreal.

Must be confident in most areas of a renovation project and have an ability to lead and motivate workers.

Must be able to meet deadlines, understand budgets, manage material and equipment availability.

Must be friendly and approachable, and be able to communicate effectively with customers, other project managers and the head of operations.

Job Type: Full-time

Salary: $20.00 to $25.00 /hour

Experience:
Carpentry: 1 year (Preferred)
Job Duties:
Consult blueprints, designs, and client instructions to develop construction plans for your team
Manage construction sites, ensuring that workers adhere to construction plans and safety codes
Create and enforce employee schedules and construction timelines
Document all costs and ensure that expenses never exceed the construction budget
Update clients on construction progress through presentations and client meetings
Other duties as requested",-1,Woodrow inc.,Montreal,Canada,"Glenview, IL",1 to 50 employees,1984,Unknown,Building & Construction,"Building, Repair & Maintenance",Unknown / Non-Applicable,-1,0,0,125,141,133,Woodrow inc.,36,0,0,0,0,na,na
Electrician/Construction Manager,CA$125k-CA$141k (Glassdoor Est.),"Welcome to the NEW STANDARD in Employers. With over 40 year’s of dedicated experience, Forbes Bros is a company you can rely on for any project within the utility sector. Our alignment with like-minded companies provides us the expertise, equipment, and resources to deliver safe, reliable, and efficient solutions to our clients every time.

FB Bullet, A Forbes Bros Company is interested in meeting energetic individuals who want to be a part of the underground utility section of the Forbes Bros family. Where we are committed to growing and developing our teams, and leveraging our greatest resource to do so – our people. FB Bullet has a new expansion opportunity in the Lower Mainland of British Columbia, and are focused on attracting the highest caliber people. We are looking for individuals that align with our values so that we may set a new standard in this market and ensure that we are the contractor of choice long into the future.

Don’t miss your opportunity to become a part of the growing Forbes Family!

Apply now!

Reporting to the Supervisor, EV, the Journeyman Electrician assumes responsibility for overseeing all general civil and electrical Subcontractors/duties required for our charging stations located throughout the Interior and the Lower Mainland, BC. The preferred candidate will have experience with civil construction and commercial electrical maintenance.

Responsibilities:
The responsibilities of this position include, but are not limited to:

The EV Construction Manager (EVCM) shall be responsible for the initial startup and planning of the project (pre con) to the management of key resources, contractors and stakeholders throughout all aspects of the site construction.
Plan new or modify installations to minimize waste of materials and ensure consistent with specifications provided on customer drawings and local electrical codes.
Confidently work with various brands of test and troubleshooting equipment.
Ensure completion of all technical reports and follow up with Supervisor and clients to ensure satisfaction and completeness of work.
Test circuits to ensure integrity and safety.
Other duties as requested by the Supervisor.
Understand and practice company policies and procedures.
Actively participate and promote the Forbes Bros health and safety standards
Work with project teams effectively through collaboration, support, and team focus

Working conditions and physical requirements:
Working in and around heavy equipment
Stand or walk for long periods of time
Lift and carry materials weighing up to 50lbs.; occasionally lift items weighing more than 50lbs.with assistance

Preferred Qualifications:
As the successful candidate, you will have:
Journeyman Electrician with Interprovincial Red Seal
3+ years’ experience working in commercial or civil electrical maintenance
Hands-on field experience commissioning, testing and maintaining power delivery equipment, including breakers, switchgear, relays, transformers
Hands-on civil construction experience including excavation and conduit placement. Concrete pouring, forming and finishing would be an asset.
Strong verbal communication skills
Strong team orientation and interpersonal skill
Ability to work outdoors in all weather conditions
Must be in good physical condition and able to lift up to 23 kg (50 lbs)
Must have general knowledge of the principals involved in the operation of construction and maintenance methods and procedures
Able to work well with others as well as independently
Able to follow instruction and adhere to safe work practices

Additional Details:
This position requires candidates to:
Have and maintain a valid driver's license and acceptable driver's abstract.
Successfully complete pre-employment drug and alcohol testing
Travel and work overtime as required

What We Offer:
FB Bullet offers an attractive compensation package that includes a competitive wage, comprehensive benefit plan, rewarding pension program and a lucrative employee referral program.

FB Bullet has an open and team oriented culture that focuses on communication, innovation and respect in the workplace!

We thank all applicants for their interest, however only those candidates who meet the requirements noted and who earn an invitation to interview will be contacted.",2.4,"Forbes Bros Ltd.
2.4",British Columbia,Canada,"Edmonton, Canada",501 to 1000 employees,-1,Company - Private,-1,-1,$500 million to $1 billion (CAD),-1,0,0,125,141,133,"Forbes Bros Ltd.
",-1,0,0,0,0,na,na
R&D Project Manager,CA$125k-CA$141k (Glassdoor Est.),"Spartan is bringing rapid, portable DNA testing to the world. Our sample-to-result technology enables unprecedented portability and convenience in applications such as precision medicine, infectious disease, pharmacogenetics, and food and water safety testing. Rapid DNA results improve lives. We need your help to make this world a reality.

Spartan is looking for a R&D Project Manager to join our growing team as we enter a new phase of expansion. The ideal candidate is a strong operational leader who is customer-driven and has a strong bias for action and delivering results. As the R&D Project Manager, you’ll lead and establish all R&D project management efforts across Spartan. Through your leadership, our multi-function team will make better decisions faster and at scale. In this role you will have the opportunity to develop, and apply your advanced project management and product development principles, theories and techniques in the delivery of critical medical devices in a regulated environment.

What you’ll be doing:
Develop overall project schedule and expense projections based on product concept and design inputs;

Identify project interdependencies and key milestones that enable the team to monitor progress and manage risks;

Manage goals, milestones and deliverables for our product development cycle;

Set clear expectations for product performance, quality, behavior and ensuring that the team works effectively and efficiently;

Lead project meetings, drive deliverables and identify potential roadblocks in our development process;

Own the project schedules and forecast needs for human resources;

Monitor and report actual human resources and material expenses consumed vs. planned;

Oversee compliance of project documentation with our Quality Management System;

Communicate the project status to management and align the project vision within the team; and

Train and mentor R&D team on good project management practices.

You should have:
Bachelor's degree in Science or Engineering or a related field;

5+ years Project Management experience, preferably in medical device development or in the pharmaceutical industry;

PMI PMP (Project Management Professional) certification;

The ability to execute project management responsibilities such as weekly status meetings, risk mitigation, working with project charter, project planning/procurement/budget, cost, tracking/scheduling, weekly status reports and financial updates;

The ability to effectively communicate & message in a complex, matrixed environment;

Adequate discipline and professionalism to work diligently within ISO 13485 device regulatory guidelines and rigorously follow internal Standard Operating Procedures;

Naturally inquisitive - the successful project manager will ask ""Why?"" often in order to get to the root of the issue.

If your experience is really close to what is outlined above, please consider applying. Experience is key; however, we believe that enthusiasm, determination, and grit go a long way. We encourage everyone interested to apply.

Spartan Bioscience is an equal opportunity employer and is committed to an inclusive, barrier-free recruitment and selection processes and work environments. Please let us know of any accommodations needed to ensure you have access to a fair and equitable process.

Only those candidates selected for an interview will be reached out to. Thank you for your interest in joining Spartan!",-1,Spartan Bio,Ottawa,Canada,-1,-1,-1,-1,-1,-1,-1,-1,0,0,125,141,133,Spartan Bio,-1,1,0,0,0,na,na
Senior Technical Project Manager,CA$125k-CA$141k (Glassdoor Est.),"Senior Technical Project Manager


Eagle is currently seeking a Senior Technical Project Manager for a six (6) month contract opportunity, scheduled to begin in July.

Key Responsibilities

The successful candidate will be responsible for:
Providing project technical leadership, working closely with the teams to monitor and ensure the project accomplishes all goals and deliverables, on time and budget;
Managing project resources including server / virtualization, storage, data / voice / wireless network, Citrix, Exchange, and database services resources, as required, based on the scope of the assigned projects;
Project charter and plan / schedule preparation;
Reviewing and approving the project IT Infrastructure deliverables and artifacts, ensuring accuracy and completeness;
Developing / distributing regular project status reports and lead / attend regular client project status meetings;
Preparing project change requests; and,
Acting as project focal point for contacts and champions.
Skills and Qualifications

The qualified candidate must have:
Ten plus (10+) years of experience project managing complex IT infrastructure projects in large, outsourced IT service delivery organizations;
Broad knowledge of data centers, virtual servers, data cabling, networking, network architecture, end devices (workstations, printers, medical devices, etc.), workstations, etc.;
Excellent MS Office skills;
Cool temperament and able to manage constantly changing environment, requirements, and pressure;
Client focused/consultancy style interaction even during tense situations;
The ability to work with subject matter experts on specialized technical fields that have no previous experience with and manage their delivery;
Excellent project management skills;
Simultaneously managing multiple projects with constantly changing requirements and priorities;
Enjoy working as part of a program team and respect for chain of command;
Detail-oriented approach to project deliverables;
Skilled at identifying hidden/unstated client requirements;
The ability to identify efficiencies/linkages with other projects in the program;
Strong budget management skills;
Training and experience with best practice project management techniques and processes;
Experience leading a multi-disciplinary team of technical resources;
PMP certification is preferred; and,
Excellent verbal and written communications.
Don’t miss out on this opportunity, apply online today!

Eagle is an equal opportunity employer and will provide accommodations during the recruitment process upon request. We thank all applicants for their interest; however, only candidates under consideration will be contacted. Please note that your application does not signify the beginning of employment with Eagle and that employment with Eagle will only commence when placed on an assignment as a temporary employee of Eagle.",4,"Eagle Professional Resources
4.0",Vancouver,Canada,"Ottawa, Canada",51 to 200 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (CAD),"S.i. Systems, Procom, Veritaaq",0,0,125,141,133,"Eagle Professional Resources
",24,1,0,1,0,na,na
Sales/Project Manager,CA$125k-CA$141k (Glassdoor Est.),"We are looking for an experienced salesperson to work with our sales department. We need a self-motivated professional with proven managerial experience and an outstanding track record in sales. In this position, you will be responsible for meeting our annual sales targets within assigned regions and accounts.

Your duties will include working with our sales team, designing strategic sales plans, and assessing costs and competition. In addition to being an excellent communicator, our ideal candidate will also demonstrate exceptional negotiation and leadership skills with great knowledge in sales and if any knowledge in the Signs and large format printing industry will be considered an asset.

Responsibilities:
Work with staff to improve customer service with clients.
Design and implement strategic plans to reach sales targets.
Cultivate lasting relationships with customers to grow customer loyalty.
Develop and promote weekly, monthly and quarterly sales objectives.
Draft detailed and accurate sales reports.
Work with customers to better understand their business needs and goals.
Assess costs, competition, and supply and demand to identify selling prices.
Estimate sales volume and profit for current and new products.
Meet with sales managers to assess company performance.
Requirements:
Degree in Marketing, Business Administration or a relevant field.
A minimum of 3 years’ experience with printing and signs sales.
In-depth knowledge of marketing techniques and best practices.
Capacity to manage various projects and work to tight deadlines.
Excellent negotiation and leadership skills.
Outstanding written and verbal communication skills.
Benefits:
Extended health care
Vacation & paid time off
Life insurance
Bonus scheme
On-site parking
Flexible working hours
Dental care
Job Types: Full-time, Permanent

Salary: $50,000.00 to $60,000.00 /year

Experience:
Sales: 3 years (Required)
Printing Large Format: 2 years (Required)
Work remotely:
No",-1,Creative Silhouettes Inc.,Vaughan,Canada,"Toronto, Canada",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,125,141,133,Creative Silhouettes Inc.,-1,0,0,1,0,na,na
LANDSCAPE/CONSTRUCTION TECHNICIAN,CA$125k-CA$141k (Glassdoor Est.),"Gardens of Prestige Ltd has been supplying fine quality residential landscape design and construction services for 31 years. The strength of our company lies in customer service, teamwork and attention to detail our crews demonstrate while completing each project.

For over 30 years, Gardens of Prestige Ltd. has been installing pools, ponds or multi-level waterfalls, natural stone, walkways, patios, retaining walls and driveways, decks and other wooden structures.

Our company is expanding and we are looking for a few (5-6) men and women to become members of our crews. We are looking for individuals who want to make a purposeful contribution, make an impact in the construction of our projects and feel involved by becoming a team player with our company.

Successful candidates are encouraged to demonstrate the following skills and attributes:

Experience in the landscape and/or construction trades.
Demonstrate life skills outside the work field
Demonstrate a keen interest in working in a team environment
Knowledge of equipment operation an asset
Interested in advancing your career and knowledge in the construction trades.
Must possess a valid drivers license and a vehicle.
Knowledge in landscape construction techniques an asset but not imperative.

Our company provides an excellent pay and available benefit and bonus package. Regular performance reviews will ensure advancement in our company. Opportunities include lead hand, mason and carpenter, equipment operator, foreman and project manager.

*IMPORTANT NOTE!
To assist us in the screen process, when applying, please include the following in your cover letter:
Your weekly availability
This job requires you to get to New Lowell Ontario each day, please verify that this location is accessible and indicate on your application that this location is accessible
Thank you for your time and interest in working at Gardens of Prestige.

Job Type: Full-time

Salary: $17.00 to $30.00 /hour

Experience:
Landscaping: 1 year (Required)
CONSTRUCTION: 1 year (Required)
Licence:
G Class Driver's Licence required. A class license desirable (Required)
DZ license (Preferred)",3.9,"GARDENS OF PRESTIGE LTD
3.9",Alliston,Canada,"Bangalore, India",1001 to 5000 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0,0,125,141,133,"GARDENS OF PRESTIGE LTD
",-1,0,0,1,0,na,na
Territory Manager – Construction,CA$125k-CA$141k (Glassdoor Est.),"We are the Canadian leader in telescopic forklifts and are experiencing significant Canadian expansion. Working at Manulift means joining a team of enthusiasts and seeing that your daily actions have a direct impact on the success of the company. We are known for delivering innovative solutions that maximize the productivity and profitability of Canadian businesses.

Reporting to the Montreal Sales Director, the territory manager’s mandate is to promote Manulift products through the construction sector in a structured, strategic manner to drive growth and market shares for the Gatineau and Ottawa region. This role is perfect for the sales professional who knows how to engage customers, quantify and verbalize a value proposition and close the deal. The bonus structure is uncapped and the overall salary package is designed to reward performers with some of the highest salaries in the industry.

Main responsibilities :
Establish new accounts through cold calling prospects, and create a client list;
Daily territory management; maintain strong relationships with clients through visits to customer’s job sites;
Plan and organize business strategies to achieve desired results and exceed goals by selling equipment;
Prepare and present business cases to demonstrate the benefits and the potential saving (ROI), to key decision makers;
Identify customer’s needs and react appropriately while understanding market conditions and local competitor pricing.
Experience & desired skills :
Minimum of 3 years of experience in field sales/outside sales position;
Good knowledge of the construction industry and its heavy equipment;
Demonstrated ability to grow market shares;
Valid driver’s license;
Solid communication and interpersonal skills;
Excellent negotiation and influencing skills
Strong planning and time management abilities;
Results focused;
Experience using a CRM.
Why Manulift:
The largest telehandler rental fleet of the country;
Constant growth throughout Canada;
Intensive training and coaching;
Performance based on compensation plan with an uncapped commission structure;
All the tools you need to be successful: car, cell, laptop, expense account, internal support and more!
*Only applicants selected for an interview will be contacted.
In this document, the masculine gender is used solely for stylistic purposes.

Job Types: Full-time, Commission",-1,Manulift EMI ltée,Gatineau,Canada,-1,-1,-1,-1,-1,-1,-1,-1,0,0,125,141,133,Manulift EMI ltée,-1,0,0,1,0,na,na
Senior Project Manager - ICI Construction,CA$125k-CA$141k (Glassdoor Est.),"Job Description:
Senior Project Manager – ICI Construction

As a Project Manager you will have the opportunity to manage exciting ICI projects working alongside other construction professionals who are passionate about the work they do. Leadership and accountability is the key to a successful project. Along with their team, our Project Managers define the schedule; working to ensure that goals are met and communication is maintained.

The potential to take on larger, more challenging projects is yours and the opportunities here are endless!

At Maple, we look for leaders, who display their leadership skills by:

Developing successful relationships with clients, consultants, architects, sub-contractors and other project stakeholders.
Effectively managing the project with the skills they have and following Maple Reinders’ process and procedures ensuring each project is delivered with quality and consistency.
Sharing your knowledge by mentoring junior Project Managers and Coordinators, guiding them to progress in their careers.

Our Project Managers are responsible for ICI projects typically in the value of $15-$50M. To quality for this position, the ideal candidate will have:

10 or more years experience as a Project Manager in the construction industry with a general contractor.

A University Degree/Technology Diploma in Civil Engineering, or a combination of education and industry experience.

You will have the overall responsibility for the success of the project supported by your strong team of Estimators, Superintendents, Project Coordinators and hourly employees. With your strong business sense you will be empowered to run your project as your own small business with the support of management and other project teams.

If you are looking for a company that wants to invest in you, now is the time to connect with Maple Reinders.

Please submit your resume and cover letter along with your project list including project values.

Thank you for your interest in a career with Maple Reinders. Only those selected for an interview will be contacted.

Maple Reinders is an equal opportunity employer. Upon request, Maple Reinders accommodates candidates with disabilities throughout the hiring process.

No agency calls please.

People, Passion, Performance",3.1,"Maple Reinders
3.1",Langley,Canada,"Mississauga, Canada",201 to 500 employees,1967,Company - Private,Building & Construction,"Building, Repair & Maintenance",$100 to $500 million (CAD),-1,0,0,125,141,133,"Maple Reinders
",53,0,0,0,0,na,na
Senior Clinical Project Manager,CA$125k-CA$141k (Glassdoor Est.),"TRIO (Translational Research in Oncology) is an academic clinical research organization that is dedicated to advancing translational cancer research by pursuing forward innovative and targeted therapeutic concepts in the clinical trial setting. We are committed to providing treatments of the future to the world of today.

TRIOs head office is in Edmonton, Alberta with operations all throughout Canada, the USA, France and Uruguay. TRIO is looking for a Senior Clinical Project Manager to join the Project Management team in the Edmonton office or home-based in Canada or the USA.

Responsibilities

A Senior Clinical Project Manager typically manages one trial and assists a Global Project Coordinator on another trial with the following responsibilities:
Define trial timelines and resources,
Coordination of the overall conduct of the trial,
Organization of regular teleconferences with other TRIO departments in order to ensure alignment on trial status, priorities and upcoming milestones,
Reporting to the Sponsor on trial progress (through phone conferences/reports),
Define operational trial documents/processes and preparation of global communications to sites/CRAs,
Preparation of training material and presentation to sites and CRAs on the trial/global calls,
Actively coaching direct reports to grow and achieve effective performance within their respective roles,
Oversight of trial activity performed by PM team members and follow-up on metrics associated with the activity performed,
Oversight of the activity performed by Third Party Organizations (TPOs) at the trial level and country level,
Quality Controls (QCs) of the files at the trial level and follow-up with other PM team members until resolution of any issue detected during these QCs,
Data QCs in order to guarantee adequate data quality prior to database lock/freeze,
Identify the need for performing Change Orders when the scope of activity changes on the trial,
Support to finance on-site fees payments questions and site fee reconciliation,
Participation in Sponsor audits, preparation of answers to audit findings at the trial level; support to the Study Managers in answering site audit findings.
Qualifications:
Minimum Bachelors degree with a scientific focus.
Minimum 5 years of experience in monitoring or coordination of clinical projects.
Strong oncology knowledge and trial experience
(at least 5 years experience working on oncology trials).
Excellent knowledge of ICH/GCP
Experienced in managing staff, remotely and in the office.
Advanced proficiency in MS Office specifically in Word, Excel, MS Project and PowerPoint.
Excellent communication skills, both in written and oral.
Ability to present in public and to interact with Sponsors.
What we can offer you
Competitive salary
3 weeks of vacation
10 personal days
5% RRSP contributions by TRIO
Life, health, & dental premiums paid by TRIO.
Monthly transportation allowance or Internet Allowance
We thank all candidates for their interest; only those selected for an interview will be contacted.

Powered by JazzHR",2.9,"Translational Research in Oncology
2.9",Edmonton,Canada,"Edmonton, Canada",51 to 200 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,125,141,133,"Translational Research in Oncology
",23,0,0,1,0,na,na
Senior Project Manager,CA$125k-CA$141k (Glassdoor Est.),"Reporting to the Project Director, within Aecon Nuclear, the Senior Project Manager is responsible for the successful acquisition, tendering, and management of various projects while ensuring the safety of the manpower and the Work. The Senior Project Manager is responsible for ensuring that the project is completed safely, on schedule, within budget, and in compliance with the Contract, Company Policies and Procedures, and legislative and labour requirements. The Project Manager is the main interface with the client on all technical and commercial matters relating to the Project.
Key Responsibilities
Work with Business Development Manager to establish and maintain customer relations and business opportunities.
Attend pre-bid meetings, prepare estimate packages, and produce proposal schedules and associated documents, as requested by Management.
Work with the Proposal Manager to ensure all bids tendered are complete and conform to Tender documents and Company Policies and Procedures
Act as main interface between Company and Customer, on all project matters.
Prepare and report project budgets and forecasts, and minimize Company risk through effective management of scope and contract changes.
Responsible for the overall project planning and scheduling of assigned projects.
Ensure that all project work activities are in compliance with local legislative and labour requirements, contract requirements, and Company Policies and Procedures.
Ensure regular maintenance of SAP job reporting and monthly job status reports, and generate weekly and/or monthly project forecasts for labour hours, productivity, cash flow, expected cost-at-completion, profit margin, and revenue.
Ensure preparation and submission of project documents, as specified by contract, to the client.
Prepare and deliver presentations to client, as required.
Chair project meetings and ensure preparation and distribution of meeting minutes.
Responsible for implementing and monitoring of the Company’s Safety Policy at the project location.
Ensures that all Company Policies & Procedures are being followed.
Ensuring all scope and contract extra’s are approved by the customer.
Responsible for assembling a project organization to implement the project scope – including: coordination, administration, Quality Assurance, Engineering, trades supervision, and trade labour.
Identify project risks, problems and issues as early as possible; ensure mitigating actions are in place to minimize impact, and elevate to senior management as appropriate relative to severity
Implement initiatives to improve project processes, to achieve net improvements for key performance indices
Monitors and manages contract scope and identifies any scope changes throughout project
OTHER DUTIES AND RESPONSIBILITIES:
Perform regular field tours to check work progress and meet with project site personnel.
Carry out site safety inspections.
Provide technical and commercial guidance to Site Superintendents and Project Coordinators.
Communicate clearly and succinctly with project personnel and customer in both, a personable and enthusiastic manner.
Methodical and organized approach to document and communications management
Review and approve purchasing requisitions, subcontracts, and invoice payments, within Limits of Authority
Liaise Authorized Inspection Agencies (TSSA, ESA, etc)
Maintain statistics on vital project metrics, including Safety (MTI’s, LTI’s, etc) and Quality (NCR’s, # Rework, etc)
Participate in company-wide initiatives aimed at overall continuous improvement
Participate in compiling proposals for new work
Lead/participate in dispute resolution activities with union associations and governing bodies

Supervisory Responsibilities
Review and approve timesheets, expense reports, vacation requests, and training requests, within Limits of Authority.
Responsible for performance management of all direct-report employees, including: coaching/mentoring, assistance with career planning and training, preparation of yearly and mid-year performance reviews
Ensure all project staff and direct reports understand and comply with applicable code of conduct policies (Aecon and customer policy)

Required Knowledge & Skills
Post-secondary university or college technical degree and/or equivalent work experience
Piping/Mechanical/Electrical specific and general construction knowledge
Engineering drawings interpretation
Project management knowledge and experience
Contract law knowledge and contract management experience
15-20+ years Supervision experience with Construction supervision, Junior Project Managers, Project Engineers and Project Coordinators
Nuclear Quality Assurance program knowledge
Engineering Change Control program knowledge
Analytical ability and effective decision making
Organizational skills
Strategic planning
Situational awareness and effective problem solving skills
Inter-personal communication and negotiation skills
Scheduling software – Primavera or Microsoft Project
Computer proficiency – Microsoft Office – Word, Excel, Access, Visio, PowerPoint, Outlook
Written/oral communication skills
Profit and results oriented
OTHER QUALIFICATIONS
Due to the nature of work conducted by Aecon, mandated nuclear export controls requirements must be met for employment
Our background check process includes a full security check and clearance process as well as reference checks. The security clearance process includes a comprehensive list of previous residences, employment, education and other pertinent information. Those with a valid Bruce Power security clearance are strongly preferred.

Employment Status Permanent
Compensation & Benefits Overview Aecon offers the opportunity to work on challenging, high profile projects and provides competitive compensation and benefits.
Equity Statement Aecon is an equal opportunity employer.
Accessibility Aecon accommodates. Upon request, Aecon accommodates candidates with disabilities throughout the hiring process.",4,"Aecon
4.0",Kincardine,Canada,"Toronto, Canada",5001 to 10000 employees,1877,Company - Public,Building & Construction,"Building, Repair & Maintenance",$10+ billion (CAD),"EllisDon, PCL Construction",0,0,125,141,133,"Aecon
",143,0,0,1,1,na,na
Building Construction Project Manager,CA$125k-CA$141k (Glassdoor Est.),"Company description
Natland Group is based in North Vancouver, focusing on Multi-family Project, mainly located in North Vancouver, Vancouver and Richmond area.
We don’t just build better houses. We want to create a home for the owners!
Job description
We are looking for an experienced Construction Project Manager to plan and supervise projects from start to finish, proficiency in budgetary control. He is expected to ensure all projects are delivered on time according to requirements and without exceeding budget.
Responsibilities
· Collaborate with Consultants
· Negotiate contracts
· Obtain permits and licenses
· Plan all construction operations and schedules
· Hire and Supervise contractors, laborers, mechanics etc. and give them guidance when needed
· Manage job site to meet all requirements of authorities
· Monitor progress and prepare detailed reports
Requirements
· A team player with FIVE (5) years proven experience as construction project management
· Strong personal skill
· Working knowledge of construction/ project management software
我们正在寻找经验丰富的建筑项目经理,控制和监督项目的整体预算,并确保所有项目均按要求按时完工,严格控制预算成本。
职位职责
与工程师,建筑师等合作,确定项目的规模和细节
与外部供应商进行合同谈判
向政府申请项目许可
规划所有施工作业和时间表
雇用和监督承包商,劳工,机械师等,并在需要时给予指导
按照要求来管理工作现场
监控进度并准备详细报告
职位要求
具有五(5)年工作经验以上,曾担任建筑类项目经理
较强的个人能力
具有对施工/项目管理软件的工作相关知识
Industry: Real Estate
Benefits:
Extended health care
Dental care
Casual dress
On-site parking
Discounted/free food
Company events & social hours
Vacation & paid time off
Vision care
Flexible working hours
Education reimbursement
Job Types: Full-time, Permanent
Experience:
Building: 5 years (Preferred)
Licence:
Builder (Required)
Language:
Mandarin and English (Required)
Work remotely:
No",-1,Natland Group,North Vancouver,Canada,-1,-1,-1,-1,-1,-1,-1,-1,0,0,125,141,133,Natland Group,-1,0,0,0,0,na,na
Project Manager (SharePoint/OpenText),CA$125k-CA$141k (Glassdoor Est.),"Job Description
Candidates must be based in and legally eligible to work for any employer in Canada - No sponsorship Available for this role

Project Manager (SharePoint/OpenText)

Regina, SK

Project until March 2021

This project will involve taking our existing on-premises SharePoint 2013 environment and migrating all of our servers onto our cloud SharePoint Online environment. The candidate will also participate in the OpenText Upgrade project.

· Degree / Diploma in Computer Science, Business Administration or related equivalent

· -Project Management Professional (PMP); or equivalent combination of experience and education

· Experience as a Project Manager in medium to large IT projects

· Experience fulfilling a project manager role on medium to large IT projects with a strong understanding of both the business needs and technology capability to deliver projects.

· SharePoint Online and/or other cloud solutions

· OpenText

Thanks,

Neera

https://www.linkedin.com/in/neera-/ (Connect and TEXT in LinkedIn can review your profile real quick and respond)
403-408-7990 (Please Text/Whatsapp Message if am busy on call)
If you are not in job search please share this job opportunity to your friends/colleagues who is looking for similar role.",-1,NEERA,Regina,Canada,-1,-1,-1,-1,-1,-1,-1,-1,0,0,125,141,133,NEERA,-1,1,0,0,0,na,na
Project Manager SharePoint,CA$125k-CA$141k (Glassdoor Est.),"Job Description
Contract Needs
This is a request for 1 Project Manager for Innovative Solutions Mobility from VOR 4. The PM will be
required full time, onsite, Monday - Friday; 8:00am-5:00pm. This request is to fulfill the project manager
role on the SharePoint Upgrade project and the OpenText Upgrade project

Desired Education / Certifications
Degree / Diploma in Computer Science, Business Administration or related equivalent
Project Management Professional (PMP); or equivalent combination of experience and education
Mandatory Experience
Experience as a Project Manager in medium to large IT projects
Desired Experience
Experience fulfilling a project manager role on medium to large IT projects with a strong understanding of
both the business needs and technology capability to deliver projects.

Experience with the following technologies would be an asset:

* SharePoint Online and/or other cloud solutions
OpenText

Deliverables
Documentation and deliverables as determined by SaskPower standards, delivery framework and project
delivery methods (agile, hybrid and waterfall).",-1,Our Client,Regina,Canada,-1,-1,-1,-1,-1,-1,-1,-1,0,0,125,141,133,Our Client,-1,1,1,0,0,na,na
Build Project Manager 2 / Chef de projet de construction 2,CA$125k-CA$141k (Glassdoor Est.),"Description:

The Field Construction Manager will be responsible for construction management and oversight build to multi-dwelling buildings across B.C.

In the role, the Field Construction Manager will be responsible for:
Act as liaise for client field level resources
Represent best interests from the perspective of quality construction, materials and cost management, branding, schedule assurance and predictability, and stakeholder relationship management.
Manage and monitor external build contractor performance; site inspections as required to ensure scope, quality and schedule of work adhere to standards
Manage Build and Customer escalations for successful response and completion
Collaborate with engineering, marketing, and operations primes to prioritize and schedule project deliverable.
Lead regular meetings with stakeholders on resolving implementation issues, and develop action plans to manage changes or issues on projects
Coach the Build Partner to conduct trials that support the implementation of strategic initiatives; monitor performance.",3.7,"emergiTEL Inc.
3.7",Burnaby,Canada,"Richmond Hill, Canada",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (CAD),"Veritaaq, TEKsystems, Procom",0,0,125,141,133,"emergiTEL Inc.
",14,0,0,0,0,na,na
